tiempo_s,unidad
32.50665,1.0
32.57815,2.0
32.58965,0.0
32.63355,0.0
32.7104,0.0
32.81865,0.0
32.88865,1.0
32.89675,1.0
32.9652,1.0
32.9748,0.0
33.20185,0.0
33.2683,1.0
33.2851,1.0
33.29765,0.0
33.3052,0.0
33.38155,0.0
33.4463,0.0
33.49215,2.0
33.49555,0.0
33.629,1.0
33.6702,2.0
33.739,2.0
34.0178,1.0
34.02945,0.0
34.03635,0.0
34.0499,1.0
34.0654,0.0
34.0927,1.0
34.1062,0.0
34.114,0.0
34.122,1.0
34.1372,0.0
34.1615,0.0
34.1745,0.0
34.2022,1.0
34.20595,0.0
34.21775,1.0
34.22035,0.0
34.2228,1.0
34.23215,0.0
34.2359,0.0
34.24345,0.0
34.25225,0.0
34.28345,0.0
34.2913,0.0
34.2977,0.0
34.3053,0.0
34.30995,0.0
34.3122,0.0
34.33045,0.0
34.3394,1.0
34.3578,1.0
34.3626,0.0
34.3733,1.0
34.3794,0.0
34.39525,0.0
34.4337,0.0
34.43765,0.0
34.4667,1.0
34.47255,0.0
34.68145,1.0
34.68875,0.0
34.73235,0.0
34.7886,1.0
34.7949,0.0
34.82895,1.0
34.8888,0.0
34.90045,0.0
34.9526,0.0
34.96945,1.0
35.0705,0.0
35.16025,0.0
35.26865,1.0
35.3361,2.0
35.47895,0.0
35.49155,1.0
35.5501,2.0
35.61785,0.0
35.6501,0.0
35.6532,2.0
35.70855,0.0
35.7706,0.0
35.7813,0.0
35.78485,0.0
35.85365,0.0
36.0953,1.0
36.09865,0.0
36.17575,1.0
36.1886,1.0
36.20365,1.0
36.31665,1.0
36.33365,0.0
36.3518,0.0
36.45125,1.0
36.4627,0.0
36.5016,0.0
36.5136,1.0
36.5337,1.0
36.54465,2.0
36.6541,0.0
36.6624,1.0
36.68475,0.0
36.6912,0.0
36.7036,0.0
36.78695,0.0
36.7922,0.0
36.82065,2.0
36.8691,0.0
36.89995,0.0
36.92465,1.0
36.9838,0.0
37.03665,1.0
37.0412,1.0
37.1404,1.0
37.1761,1.0
37.18825,1.0
37.21055,1.0
37.2719,1.0
37.28435,1.0
37.2865,1.0
37.31305,0.0
37.3348,1.0
37.34725,1.0
37.3753,1.0
37.4047,1.0
37.4192,1.0
37.4243,1.0
37.4481,1.0
37.46045,1.0
37.4938,1.0
37.50605,2.0
37.5179,0.0
37.56845,0.0
37.6841,0.0
37.68665,1.0
37.7152,0.0
37.74815,0.0
37.79145,0.0
37.8621,0.0
37.8891,1.0
38.11355,1.0
38.1195,1.0
38.13105,1.0
38.3396,0.0
38.4021,0.0
38.5008,2.0
38.6317,1.0
38.67875,0.0
38.7482,0.0
38.8133,0.0
38.85725,0.0
39.0113,0.0
39.0628,0.0
39.15375,0.0
39.16765,0.0
39.19565,2.0
39.2065,1.0
39.23415,1.0
39.276,0.0
39.29055,0.0
39.36525,2.0
39.38785,0.0
39.5594,0.0
39.5676,1.0
39.8363,1.0
39.8748,1.0
39.97685,0.0
40.00515,1.0
40.0098,1.0
40.01465,1.0
40.06505,1.0
40.07515,1.0
40.1045,0.0
40.11915,1.0
40.16135,1.0
40.17875,1.0
40.19395,1.0
40.2,1.0
40.233,1.0
40.24075,1.0
40.24935,1.0
40.2595,1.0
40.2771,1.0
40.2985,2.0
40.31795,1.0
40.33635,1.0
40.3441,1.0
40.37985,1.0
40.38845,1.0
40.40275,1.0
40.43075,1.0
40.4352,0.0
40.4564,1.0
40.4619,1.0
40.4721,1.0
40.4815,0.0
40.48945,1.0
40.4915,1.0
40.53485,0.0
40.6563,0.0
40.69015,0.0
40.73675,0.0
40.73915,0.0
40.80315,1.0
40.82255,1.0
40.8838,1.0
40.89595,0.0
40.9402,0.0
40.97455,0.0
40.9829,0.0
41.00525,0.0
41.0532,0.0
41.0644,2.0
41.07255,1.0
41.08145,1.0
41.11695,2.0
41.12045,0.0
41.12355,1.0
41.12945,0.0
41.1535,0.0
41.16955,0.0
41.20845,2.0
41.23665,0.0
41.27315,0.0
41.3772,0.0
41.4428,0.0
41.4457,0.0
41.5519,0.0
41.5611,0.0
41.5931,0.0
41.7341,0.0
41.8192,0.0
41.858,0.0
42.02515,1.0
42.07635,0.0
42.07845,1.0
42.18025,1.0
42.21895,0.0
42.2618,1.0
42.37255,2.0
42.46045,0.0
42.4684,0.0
42.5329,0.0
42.55275,0.0
42.5645,1.0
42.56695,0.0
42.5945,0.0
42.632,0.0
42.6789,0.0
42.7301,1.0
42.7622,0.0
42.76665,0.0
42.7718,1.0
42.79535,0.0
42.7974,1.0
42.84145,0.0
42.88885,0.0
42.91655,1.0
42.94155,1.0
42.94845,0.0
42.9903,1.0
43.00815,0.0
43.0291,1.0
43.069,1.0
43.0727,1.0
43.1313,0.0
43.13285,1.0
43.1794,1.0
43.1861,1.0
43.2189,0.0
43.22465,1.0
43.23385,1.0
43.24025,1.0
43.2525,1.0
43.255,1.0
43.2602,0.0
43.31615,1.0
43.35145,1.0
43.36255,1.0
43.3922,1.0
43.4035,1.0
43.46265,1.0
43.4984,1.0
43.5179,2.0
43.61525,2.0
43.6213,0.0
43.65275,0.0
43.817,1.0
43.90505,0.0
43.91455,0.0
43.98275,0.0
43.986,1.0
44.01365,0.0
44.0884,0.0
44.1111,0.0
44.1166,0.0
44.1777,1.0
44.252,0.0
44.2703,0.0
44.2917,0.0
44.30365,1.0
44.3066,0.0
44.3217,1.0
44.3427,0.0
44.39265,0.0
44.4039,0.0
44.4811,0.0
44.48655,1.0
44.495,1.0
44.62365,0.0
44.65005,0.0
44.6987,0.0
44.71675,1.0
44.76465,0.0
44.93135,1.0
45.0011,1.0
45.0068,0.0
45.0256,1.0
45.0633,0.0
45.0768,0.0
45.15075,0.0
45.1751,0.0
45.213,2.0
45.2683,2.0
45.4439,1.0
45.4859,1.0
45.4983,0.0
45.53855,1.0
45.58055,0.0
45.6256,0.0
45.76415,0.0
45.8508,0.0
45.9081,0.0
45.9291,0.0
45.99165,0.0
46.0014,1.0
46.0239,1.0
46.0399,0.0
46.04165,1.0
46.0439,1.0
46.0496,1.0
46.05625,1.0
46.05995,1.0
46.06305,1.0
46.0733,1.0
46.1144,1.0
46.1386,1.0
46.1446,1.0
46.1521,1.0
46.1549,0.0
46.15705,1.0
46.1671,2.0
46.17585,1.0
46.18625,1.0
46.19085,1.0
46.193,0.0
46.2008,1.0
46.2057,1.0
46.21265,1.0
46.2151,1.0
46.21915,1.0
46.24575,2.0
46.25515,1.0
46.26585,1.0
46.27615,1.0
46.2819,1.0
46.2841,1.0
46.2967,0.0
46.33775,1.0
46.35015,1.0
46.3553,1.0
46.35845,1.0
46.36665,0.0
46.37205,1.0
46.3826,1.0
46.39235,1.0
46.397,1.0
46.4032,1.0
46.42615,1.0
46.42885,1.0
46.43815,1.0
46.4486,0.0
46.4664,1.0
46.47455,1.0
46.48045,1.0
46.49015,1.0
46.52535,0.0
46.5305,0.0
46.54025,0.0
46.55825,1.0
46.60165,1.0
46.67015,0.0
46.7234,0.0
46.74075,0.0
46.81035,0.0
46.84825,0.0
46.8543,0.0
46.89765,0.0
46.9413,2.0
47.01365,0.0
47.0535,0.0
47.0954,1.0
47.2112,1.0
47.2495,2.0
47.2874,0.0
47.29625,0.0
47.32585,0.0
47.36175,0.0
47.4025,1.0
47.4172,1.0
47.42825,0.0
47.52835,0.0
47.565,0.0
47.58045,0.0
47.66325,0.0
47.7081,0.0
47.76765,1.0
47.7925,2.0
47.82555,0.0
47.96455,1.0
47.9664,0.0
48.04765,1.0
48.0666,0.0
48.0746,0.0
48.08905,0.0
48.2075,0.0
48.21855,0.0
48.22125,0.0
48.2573,0.0
48.33425,0.0
48.36725,0.0
48.3931,0.0
48.4086,0.0
48.4233,2.0
48.5435,0.0
48.5789,0.0
48.5856,1.0
48.60075,0.0
48.6127,0.0
48.71275,0.0
48.7636,0.0
48.76875,0.0
48.8332,1.0
49.0189,1.0
49.0324,1.0
49.06045,1.0
49.0695,1.0
49.07205,1.0
49.078,1.0
49.12,1.0
49.1251,1.0
49.1327,0.0
49.1724,1.0
49.1901,1.0
49.20095,1.0
49.2073,1.0
49.2305,1.0
49.24775,1.0
49.2579,1.0
49.32125,1.0
49.34465,1.0
49.35035,1.0
49.38175,1.0
49.3864,1.0
49.39355,0.0
49.39675,1.0
49.40015,1.0
49.4093,1.0
49.4161,1.0
49.4701,1.0
49.4822,1.0
49.4885,1.0
49.49875,0.0
49.5207,0.0
49.59875,1.0
49.60435,0.0
49.6795,0.0
49.72885,0.0
49.8759,0.0
49.8877,1.0
49.8983,0.0
49.91245,1.0
49.964,0.0
50.0014,2.0
50.0342,0.0
50.1015,1.0
50.10825,2.0
50.18855,1.0
50.1938,2.0
50.25955,0.0
50.2658,0.0
50.29035,0.0
50.3405,1.0
50.3429,0.0
50.37365,1.0
50.3876,2.0
50.429,0.0
50.4552,0.0
50.49005,0.0
50.5673,0.0
50.5865,0.0
50.7658,0.0
50.90525,1.0
50.9253,0.0
51.03145,0.0
51.29935,0.0
51.3124,0.0
51.32115,1.0
51.41005,0.0
51.41275,0.0
51.45985,0.0
51.49045,0.0
51.50115,0.0
51.533,0.0
51.56225,0.0
51.6185,1.0
51.65915,0.0
51.66235,2.0
51.81355,0.0
51.8206,2.0
51.82405,0.0
51.9305,0.0
51.9982,0.0
52.00135,1.0
52.01055,1.0
52.0335,0.0
52.04405,1.0
52.10785,1.0
52.12485,1.0
52.1303,1.0
52.1497,1.0
52.1522,1.0
52.1639,1.0
52.17315,1.0
52.18495,1.0
52.2018,1.0
52.2293,1.0
52.2489,1.0
52.2606,0.0
52.26365,1.0
52.277,1.0
52.2843,1.0
52.31395,1.0
52.35555,1.0
52.35825,1.0
52.37265,0.0
52.38805,1.0
52.39945,1.0
52.4026,0.0
52.4536,1.0
52.46285,0.0
52.5919,0.0
52.6607,1.0
52.7015,0.0
52.7041,0.0
52.72745,0.0
52.78245,0.0
52.79065,0.0
52.8166,1.0
52.98255,0.0
53.00455,0.0
53.11755,2.0
53.164,0.0
53.18485,0.0
53.268,0.0
53.2832,0.0
53.29115,1.0
53.32225,1.0
53.33455,1.0
53.3432,0.0
53.3717,0.0
53.37635,1.0
53.4337,1.0
53.558,0.0
53.5603,1.0
53.56915,0.0
53.661,0.0
53.6639,0.0
53.69435,1.0
53.7121,0.0
53.7374,0.0
53.75185,1.0
53.7627,0.0
53.88565,1.0
53.9019,0.0
53.9379,0.0
53.9518,0.0
54.0042,0.0
54.096,0.0
54.1264,2.0
54.1293,0.0
54.16115,0.0
54.2041,0.0
54.2937,2.0
54.30105,0.0
54.3955,0.0
54.5406,0.0
54.55385,0.0
54.5854,0.0
54.6796,0.0
54.7057,0.0
54.7385,0.0
54.7535,1.0
54.78245,2.0
54.8132,0.0
54.8283,1.0
54.90325,0.0
54.9342,0.0
54.95295,0.0
54.9622,0.0
54.9646,0.0
55.00915,1.0
55.02145,0.0
55.05065,0.0
55.0532,0.0
55.08975,1.0
55.0957,0.0
55.12905,1.0
55.1491,1.0
55.1548,1.0
55.1695,1.0
55.18995,1.0
55.1989,1.0
55.21075,1.0
55.2137,1.0
55.21665,1.0
55.22435,0.0
55.23165,0.0
55.25895,1.0
55.26355,1.0
55.284,0.0
55.30185,1.0
55.3109,0.0
55.3138,1.0
55.3241,1.0
55.3342,0.0
55.40425,1.0
55.4888,1.0
55.5522,0.0
55.58405,1.0
55.5988,1.0
55.61635,0.0
55.65115,0.0
55.73445,0.0
55.774,1.0
55.8002,1.0
55.839,1.0
55.88815,1.0
55.89355,0.0
55.93335,1.0
55.9413,0.0
55.96395,0.0
56.1025,0.0
56.15195,0.0
56.21465,0.0
56.2226,2.0
56.33245,0.0
56.3575,0.0
56.41735,1.0
56.5045,0.0
56.5471,1.0
56.6664,1.0
56.674,1.0
56.7176,0.0
56.7388,0.0
56.7985,1.0
56.83685,0.0
56.9578,0.0
56.9861,0.0
57.00855,1.0
57.02485,1.0
57.13195,0.0
57.1877,1.0
57.23225,0.0
57.2424,2.0
57.29095,0.0
57.30315,1.0
57.3364,0.0
57.3696,0.0
57.4446,0.0
57.5173,0.0
57.57905,1.0
57.63845,0.0
57.7116,0.0
57.80505,0.0
57.8473,0.0
57.9002,2.0
57.9442,0.0
57.98795,0.0
58.00585,0.0
58.0464,0.0
58.06615,1.0
58.09015,1.0
58.1098,0.0
58.1134,0.0
58.1217,0.0
58.14175,0.0
58.1517,0.0
58.1585,1.0
58.2465,1.0
58.2887,0.0
58.3257,0.0
58.3412,1.0
58.34725,1.0
58.36725,0.0
58.40205,0.0
58.4276,0.0
58.43035,1.0
58.4401,1.0
58.4607,1.0
58.602,1.0
58.6137,0.0
58.6475,2.0
58.7854,1.0
58.80525,0.0
58.9251,1.0
58.95305,1.0
59.01015,0.0
59.0119,1.0
59.02115,1.0
59.04265,1.0
59.06465,1.0
59.12415,1.0
59.1634,0.0
59.2232,1.0
59.22675,0.0
59.3617,1.0
59.39045,0.0
59.3983,0.0
59.4268,0.0
59.47925,0.0
59.57095,0.0
59.6292,0.0
59.67,2.0
59.70075,0.0
59.84465,0.0
59.8495,2.0
59.8949,0.0
60.00525,0.0
60.0329,1.0
60.06895,1.0
60.08615,0.0
60.11075,0.0
60.1271,0.0
60.26695,0.0
60.2756,2.0
60.33215,0.0
60.3587,1.0
60.4018,0.0
60.4827,0.0
60.52565,1.0
60.58285,1.0
60.6009,1.0
60.62235,1.0
60.75405,0.0
60.77555,0.0
60.81205,1.0
60.8199,0.0
60.9092,1.0
60.93,1.0
60.97565,0.0
61.0034,1.0
61.01485,1.0
61.032,0.0
61.03645,0.0
61.0475,1.0
61.08555,0.0
61.11005,1.0
61.1121,1.0
61.11505,0.0
61.1272,1.0
61.1311,1.0
61.15515,0.0
61.1673,1.0
61.17075,1.0
61.1774,1.0
61.1817,1.0
61.18445,1.0
61.2048,1.0
61.2084,0.0
61.21155,0.0
61.21315,1.0
61.21725,1.0
61.2246,1.0
61.23605,1.0
61.23965,1.0
61.24835,1.0
61.25455,0.0
61.26635,0.0
61.3009,0.0
61.3164,1.0
61.3186,1.0
61.3277,0.0
61.33265,1.0
61.33565,1.0
61.34205,0.0
61.3516,0.0
61.35415,1.0
61.3639,1.0
61.37135,1.0
61.37525,1.0
61.38265,1.0
61.3871,1.0
61.4015,1.0
61.4121,1.0
61.42825,0.0
61.4326,0.0
61.45895,1.0
61.4628,2.0
61.4788,1.0
61.49505,1.0
61.49755,1.0
61.5286,0.0
61.5769,1.0
61.60465,0.0
61.683,2.0
61.7439,1.0
61.77245,0.0
61.7932,1.0
61.8045,0.0
61.8323,0.0
61.84055,0.0
61.84755,2.0
61.899,1.0
61.90475,1.0
61.9176,0.0
61.9295,0.0
62.0058,0.0
62.0182,0.0
62.1132,1.0
62.34115,0.0
62.3643,0.0
62.3994,0.0
62.40445,0.0
62.41515,1.0
62.47385,0.0
62.478,0.0
62.48135,0.0
62.57985,1.0
62.723,0.0
62.74045,0.0
62.7583,1.0
62.8504,1.0
62.98945,0.0
63.11045,1.0
63.16785,1.0
63.18745,0.0
63.29105,0.0
63.29725,0.0
63.3591,0.0
63.4196,2.0
63.57245,0.0
63.65455,0.0
63.6586,1.0
63.6695,2.0
63.69255,2.0
63.70695,0.0
63.76575,0.0
63.8554,1.0
63.8592,1.0
63.8776,0.0
63.90015,1.0
63.92925,0.0
63.97135,0.0
63.98605,0.0
64.0089,1.0
64.0288,1.0
64.04455,0.0
64.05885,1.0
64.06265,1.0
64.0705,0.0
64.09455,1.0
64.09815,0.0
64.1086,0.0
64.11015,1.0
64.12365,1.0
64.1281,1.0
64.14005,0.0
64.147,0.0
64.1515,0.0
64.16165,1.0
64.1671,1.0
64.1845,0.0
64.1963,0.0
64.2169,0.0
64.22015,1.0
64.23515,1.0
64.25055,1.0
64.2706,1.0
64.28935,1.0
64.3094,0.0
64.3526,1.0
64.3677,1.0
64.37285,0.0
64.3749,0.0
64.3856,0.0
64.39925,1.0
64.4029,1.0
64.4167,0.0
64.4192,0.0
64.44075,0.0
64.45085,0.0
64.46065,0.0
64.4755,1.0
